key;gender;frequency;probability;original_name;yoform
гораздовна;Ж;10;1.2408770871661184e-07;горазд;гораздовна
горациевич;М;145;1.7992717763908716e-06;гораций;горациевич
горациевна;Ж;145;1.7992717763908716e-06;гораций;горациевна
горгиевич;М;60;7.44526252299671e-07;горгий;горгиевич
горгиевна;Ж;60;7.44526252299671e-07;горгий;горгиевна
горгич;М;60;7.44526252299671e-07;горгий;горгич
горгониевич;М;24;2.978105009198684e-07;горгоний;горгониевич
горгониевна;Ж;24;2.978105009198684e-07;горгоний;горгониевна
горгоньевич;М;24;2.978105009198684e-07;горгоний;горгоньевич
горгоньевна;Ж;24;2.978105009198684e-07;горгоний;горгоньевна
гордеевич;М;7000;8.686139610162828e-05;гордей;гордеевич
гордеевна;Ж;7000;8.686139610162828e-05;гордей;гордеевна
гордеич;М;7000;8.686139610162828e-05;гордей;гордеич
гордианович;М;3;3.722631261498355e-08;гордиан;гордианович
гордиановна;Ж;3;3.722631261498355e-08;гордиан;гордиановна
гордиевич;М;1000;1.2408770871661182e-05;гордий;гордиевич
гордиевна;Ж;1000;1.2408770871661182e-05;гордий;гордиевна
гориславович;М;150;1.8613156307491774e-06;горислав;гориславович
гориславовна;Ж;150;1.8613156307491774e-06;горислав;гориславовна
гориславич;М;150;1.8613156307491774e-06;горислав;гориславич
гориславна;Ж;150;1.8613156307491774e-06;горислав;гориславна
давидович;М;111000;0.0013773735667543913;давид;давидович
давидовна;Ж;111000;0.0013773735667543913;давид;давидовна
давидыч;М;111000;0.0013773735667543913;давид;давидыч
давыдович;М;3000;3.722631261498355e-05;давыд;давыдович
давыдовна;Ж;3000;3.722631261498355e-05;давыд;давыдовна
давыдыч;М;3000;3.722631261498355e-05;давыд;давыдыч
дагарович;М;4;4.963508348664473e-08;дагар;дагарович
дагаровна;Ж;4;4.963508348664473e-08;дагар;дагаровна
далматович;М;53;6.576648561980427e-07;далмат;далматович
далматовна;Ж;53;6.576648561980427e-07;далмат;далматовна
дамианович;М;68;8.437964192729604e-07;дамиан;дамианович
дамиановна;Ж;68;8.437964192729604e-07;дамиан;дамиановна
данович;М;11000;0.00013649647958827301;дан;данович
дановна;Ж;11000;0.00013649647958827301;дан;дановна
даниилович;М;303000;0.0037598575741133386;даниил;даниилович
данииловна;Ж;303000;0.0037598575741133386;даниил;данииловна
данилович;М;6000;7.44526252299671e-05;данило;данилович
даниловна;Ж;6000;7.44526252299671e-05;данило;даниловна
данилыч;М;110000;0.0013649647958827301;данила;данилыч
дариевич;М;3000;3.722631261498355e-05;дарий;дариевич
дариевна;Ж;3000;3.722631261498355e-05;дарий;дариевна
дарьевич;М;3000;3.722631261498355e-05;дарий;дарьевич
дарьевна;Ж;3000;3.722631261498355e-05;дарий;дарьевна
дасиевич;М;12;1.489052504599342e-07;дасий;дасиевич
дасиевна;Ж;12;1.489052504599342e-07;дасий;дасиевна
дасьевич;М;12;1.489052504599342e-07;дасий;дасьевич
дасьевна;Ж;12;1.489052504599342e-07;дасий;дасьевна
датович;М;200;2.4817541743322365e-06;дат;датович
датовна;Ж;200;2.4817541743322365e-06;дат;датовна
деевич;М;1800;2.233578756899013e-05;дей;деевич
деевна;Ж;1800;2.233578756899013e-05;дей;деевна
деич;М;1800;2.233578756899013e-05;дей;деич
декабристович;М;258;3.2014628848885852e-06;декабрист;декабристович
декабристовна;Ж;258;3.2014628848885852e-06;декабрист;декабристовна
декабристыч;М;258;3.2014628848885852e-06;декабрист;декабристыч
дементиевич;М;2000;2.4817541743322365e-05;дементий;дементиевич
дементиевна;Ж;2000;2.4817541743322365e-05;дементий;дементиевна
дементьевич;М;2000;2.4817541743322365e-05;дементий;дементьевич
дементьевна;Ж;2000;2.4817541743322365e-05;дементий;дементьевна
дементьич;М;2000;2.4817541743322365e-05;дементий;дементьич
демидович;М;6000;7.44526252299671e-05;демид;демидович
демидовна;Ж;6000;7.44526252299671e-05;демид;демидовна
демидыч;М;6000;7.44526252299671e-05;демид;демидыч
демокритович;М;85;1.0547455240912005e-06;демокрит;демокритович
демокритовна;Ж;85;1.0547455240912005e-06;демокрит;демокритовна
демьянович;М;9000;0.00011167893784495065;демьян;демьянович
демьяновна;Ж;9000;0.00011167893784495065;демьян;демьяновна
демьяныч;М;9000;0.00011167893784495065;демьян;демьяныч
денисович;М;1000000;0.012408770871661184;денис;денисович
денисовна;Ж;1000000;0.012408770871661184;денис;денисовна
денисыч;М;1000000;0.012408770871661184;денис;денисыч
денисиевич;М;41;5.087596057381085e-07;денисий;денисиевич
денисиевна;Ж;41;5.087596057381085e-07;денисий;денисиевна
денисьевич;М;41;5.087596057381085e-07;денисий;денисьевич
денисьевна;Ж;41;5.087596057381085e-07;денисий;денисьевна
дивович;М;71;8.81022731887944e-07;див;дивович
дивовна;Ж;71;8.81022731887944e-07;див;дивовна
дидимович;М;200;2.4817541743322365e-06;дидим;дидимович
дидимовна;Ж;200;2.4817541743322365e-06;дидим;дидимовна
диевич;М;16;1.9854033394657893e-07;дий;диевич
диевна;Ж;16;1.9854033394657893e-07;дий;диевна
димович;М;1000;1.2408770871661182e-05;дим;димович
димовна;Ж;1000;1.2408770871661182e-05;дим;димовна
димасович;М;1400;1.7372279220325655e-05;димас;димасович
димасовна;Ж;1400;1.7372279220325655e-05;димас;димасовна
димитрианович;М;1;1.2408770871661183e-08;димитриан;димитрианович
димитриановна;Ж;1;1.2408770871661183e-08;димитриан;димитриановна
димитриевич;М;1200;1.4890525045993419e-05;димитрий;димитриевич
димитриевна;Ж;1200;1.4890525045993419e-05;димитрий;димитриевна
диогенович;М;26;3.2262804266319076e-07;диоген;диогенович
диогеновна;Ж;26;3.2262804266319076e-07;диоген;диогеновна
диодорович;М;4;4.963508348664473e-08;диодор;диодорович
диодоровна;Ж;4;4.963508348664473e-08;диодор;диодоровна
диомидович;М;20;2.4817541743322367e-07;диомид;диомидович
диомидовна;Ж;20;2.4817541743322367e-07;диомид;диомидовна
